route_id,passenger_id,passenger_name,individual_name,is_wheelchair,wheelchair_count,non_wheelchair_count,pickup_stop_id,dropoff_stop_id,planned_pickup_time,planned_dropoff_time,actual_pickup_time,actual_dropoff_time,total_ride_time_min,direct_drive_time_min,detour_time_min,dropoff_delay_min
R057,1818,乘客1549,乘客1549,否,0,1,743,793,08:30,09:00,07:50,08:37,47.0,22.0,15.0,0.0
R057,1819,乘客1550,乘客1550,是,1,0,744,726,09:10,10:10,08:45,09:29,44.0,17.0,18.0,0.0
R057,1820,乘客1551,乘客1551,否,0,1,745,726,09:45,10:10,09:07,09:29,22.0,15.0,0.0,0.0
R058,2062,乘客1767,乘客1767,是,1,0,841,314,07:20,08:45,07:25,08:49,84.0,47.0,25.0,4.0
R058,2062,乘客1767,乘客1767跟車,否,0,1,841,314,07:20,08:45,07:25,08:49,84.0,47.0,25.0,4.0
R058,2064,乘客1768,乘客1768,否,0,1,842,314,08:00,08:45,08:11,08:49,38.0,17.0,11.0,4.0
R058,2064,乘客1768,乘客1768跟車,否,0,1,842,314,08:00,08:45,08:11,08:49,38.0,17.0,11.0,4.0
R058,2066,乘客1769,乘客1769,否,0,1,843,314,08:25,08:45,08:30,08:49,19.0,11.0,0.0,4.0
R058,2066,乘客1769,乘客1769跟車,否,0,1,843,314,08:25,08:45,08:30,08:49,19.0,11.0,0.0,4.0
R058,2068,乘客1770,乘客1770,是,1,0,844,423,09:35,10:05,09:50,10:12,22.0,6.0,6.0,7.0
R058,2069,乘客1771,乘客1771,是,1,0,845,423,09:45,10:05,10:00,10:12,12.0,6.0,0.0,7.0
R059,1201,乘客1040,乘客1040,是,1,0,181,116,07:05,07:20,07:06,07:17,11.0,8.0,0.0,0.0
R059,1202,乘客1041,乘客1041,是,1,0,513,259,07:40,08:25,07:34,08:15,41.0,19.0,14.0,0.0
R059,1203,乘客1042,乘客1042,是,1,0,372,851,08:00,08:35,07:47,08:24,37.0,17.0,13.0,0.0
R059,432,乘客367,乘客367,否,0,1,215,700,08:15,08:55,08:03,08:34,31.0,9.0,15.0,0.0
R059,1205,乘客1044,乘客1044,是,1,0,515,258,09:30,10:30,08:47,10:06,79.0,24.0,39.0,0.0
R059,1206,乘客1045,乘客1045,是,1,0,516,258,09:55,10:30,09:20,10:06,46.0,17.0,17.0,0.0
R059,1207,乘客1046,乘客1046,否,0,1,517,258,10:05,10:30,09:32,10:06,34.0,17.0,6.0,0.0
R059,1208,乘客1047,乘客1047,否,0,1,518,258,10:15,10:30,09:40,10:06,26.0,17.0,0.0,0.0
R059,1208,乘客1047,乘客1047跟車,否,0,1,518,258,10:15,10:30,09:40,10:06,26.0,17.0,0.0,0.0
R060,672,乘客587,乘客587,是,1,0,318,160,07:05,08:25,06:57,08:24,87.0,34.0,37.0,0.0
R060,672,乘客587,乘客587跟車,否,0,1,318,160,07:05,08:25,06:57,08:24,87.0,34.0,37.0,0.0
R060,453,乘客386,乘客386,是,1,0,224,1034,07:50,08:15,07:30,08:09,39.0,17.0,14.0,0.0
R060,454,乘客387,乘客387,是,1,0,225,160,08:00,08:30,07:40,08:32,52.0,17.0,23.0,2.0
R060,793,乘客696,乘客696,否,0,1,371,546,08:10,08:25,07:58,08:27,29.0,11.0,10.0,2.0
R060,1987,乘客1702,乘客1702,否,0,1,809,374,08:35,08:50,08:44,08:51,7.0,6.0,0.0,1.0
R060,455,乘客388,乘客388,是,1,0,200,540,08:50,09:20,09:05,09:24,19.0,15.0,0.0,4.0
R060,455,乘客388,乘客388跟車,否,0,1,200,540,08:50,09:20,09:05,09:24,19.0,15.0,0.0,4.0
R060,461,乘客391,乘客391,否,0,1,194,192,09:40,10:05,09:29,09:56,27.0,17.0,2.0,0.0
R060,462,乘客392,乘客392,是,1,0,228,192,09:50,10:05,09:39,09:56,17.0,13.0,0.0,0.0
R061,1326,乘客1148,乘客1148,否,0,1,562,814,07:20,08:35,07:21,08:19,58.0,22.0,21.0,0.0
R061,1327,乘客1149,乘客1149,是,1,0,563,314,07:40,09:15,07:43,08:51,68.0,24.0,23.0,0.0
R061,1327,乘客1149,乘客1149跟車,否,0,1,563,314,07:40,09:15,07:43,08:51,68.0,24.0,23.0,0.0
R061,1329,乘客1150,乘客1150,是,1,0,564,314,07:50,09:15,07:56,08:51,55.0,22.0,16.0,0.0
R061,1332,乘客1152,乘客1152,是,1,0,566,314,08:25,09:15,08:12,08:51,39.0,19.0,8.0,0.0
R061,1332,乘客1152,乘客1152跟車,否,0,1,566,314,08:25,09:15,08:12,08:51,39.0,19.0,8.0,0.0
R061,914,乘客805,乘客805,是,1,0,418,314,09:15,09:50,09:13,09:51,38.0,17.0,8.0,1.0
R061,914,乘客805,乘客805跟車,否,0,1,418,314,09:15,09:50,09:13,09:51,38.0,17.0,8.0,1.0
R061,916,乘客806,乘客806,是,1,0,247,314,09:20,09:50,09:24,09:51,27.0,19.0,0.0,1.0
R061,916,乘客806,乘客806跟車,否,0,1,247,314,09:20,09:50,09:24,09:51,27.0,19.0,0.0,1.0
R061,644,乘客556,乘客556,否,0,1,310,312,10:00,10:30,10:00,10:10,10.0,9.0,0.0,0.0
R062,1200,乘客1039,乘客1039,是,1,0,512,116,06:50,07:20,06:45,07:01,16.0,13.0,0.0,0.0
R062,1346,乘客1161,乘客1161,是,1,0,570,621,07:40,09:05,07:26,08:18,52.0,15.0,25.0,0.0
R062,234,乘客200,乘客200,是,1,0,126,90,08:15,09:55,07:41,09:36,115.0,42.0,52.0,0.0
R062,235,乘客201,乘客201,否,0,1,127,133,08:25,09:05,07:48,08:36,48.0,21.0,19.0,0.0
R062,236,乘客202,乘客202,否,0,1,128,132,08:30,09:45,07:52,09:20,88.0,36.0,39.0,0.0
R062,236,乘客202,乘客202跟車,否,0,1,128,132,08:30,09:45,07:52,09:20,88.0,36.0,39.0,0.0
R062,238,乘客203,乘客203,否,0,1,129,131,08:40,09:45,07:58,09:24,86.0,37.0,36.0,0.0
R062,238,乘客203,乘客203跟車,否,0,1,129,131,08:40,09:45,07:58,09:24,86.0,37.0,36.0,0.0
R062,240,乘客204,乘客204,是,1,0,130,102,09:30,10:00,09:05,09:42,37.0,17.0,9.0,0.0
R062,240,乘客204,乘客204跟車,否,0,1,130,102,09:30,10:00,09:05,09:42,37.0,17.0,9.0,0.0
R063,718,乘客622,乘客622,否,0,1,338,222,07:20,08:10,06:36,07:20,44.0,15.0,22.0,0.0
R063,705,乘客610,乘客610,否,0,1,331,222,07:40,08:20,06:47,07:20,33.0,11.0,17.0,0.0
R063,704,乘客609,乘客609,否,0,1,331,221,07:40,08:25,06:47,07:55,68.0,33.0,26.0,0.0
R063,706,乘客611,乘客611,否,0,1,332,221,07:50,08:25,06:57,07:55,58.0,33.0,17.0,0.0
R063,709,乘客613,乘客613,否,0,1,334,221,08:05,08:25,07:05,07:55,50.0,32.0,12.0,0.0
R063,709,乘客613,乘客614,否,0,1,334,221,08:05,08:25,07:05,07:55,50.0,32.0,12.0,0.0
R063,1183,乘客1028,乘客1028,否,0,1,509,62,08:25,08:40,08:09,08:34,25.0,15.0,8.0,0.0
R063,1087,乘客943,乘客943,否,0,1,332,347,08:35,08:55,08:27,08:43,16.0,11.0,3.0,0.0
R063,711,乘客615,乘客615,否,0,1,335,600,09:10,09:40,08:59,09:24,25.0,6.0,13.0,0.0
R063,364,乘客309,乘客309,是,1,0,183,277,09:15,09:40,09:05,09:31,26.0,8.0,13.0,0.0
R063,712,乘客616,乘客616,否,0,1,336,600,09:25,09:40,09:14,09:36,22.0,9.0,8.0,0.0
R064,2391,乘客2023,乘客2023,是,1,0,969,141,07:10,08:15,07:03,07:45,42.0,17.0,19.0,0.0
R064,2391,乘客2023,乘客2023跟車,否,0,1,969,141,07:10,08:15,07:03,07:45,42.0,17.0,19.0,0.0
R064,388,乘客331,乘客331,否,0,1,143,180,07:45,08:00,07:23,07:35,12.0,11.0,0.0,0.0
R064,1371,乘客1184,乘客1184,否,0,1,582,211,08:25,09:00,08:03,08:33,30.0,13.0,15.0,0.0
R064,394,乘客336,乘客336,否,0,1,187,158,08:45,09:05,08:19,08:53,34.0,17.0,15.0,0.0
R064,397,乘客339,乘客339,是,1,0,197,327,09:40,10:15,09:10,09:49,39.0,8.0,18.0,0.0
R064,398,乘客340,乘客340,是,1,0,198,577,09:45,10:35,09:16,10:01,45.0,15.0,18.0,0.0
R064,399,乘客341,乘客341,否,0,1,199,327,09:50,10:15,09:21,09:49,28.0,8.0,12.0,0.0
R064,400,乘客342,乘客342,否,0,1,200,327,10:00,10:15,09:32,09:49,17.0,11.0,0.0,0.0
R064,400,乘客342,乘客342跟車,否,0,1,200,327,10:00,10:15,09:32,09:49,17.0,11.0,0.0,0.0
R065,1103,乘客959,乘客959,是,1,0,478,160,07:10,08:20,07:05,08:12,67.0,36.0,15.0,0.0
R065,1104,乘客960,乘客960,是,1,0,479,160,07:20,08:20,07:16,08:12,56.0,32.0,13.0,0.0
R065,1104,乘客960,乘客960跟車,否,0,1,479,160,07:20,08:20,07:16,08:12,56.0,32.0,13.0,0.0
R065,1106,乘客961,乘客961,否,0,1,480,1076,07:25,08:20,07:24,08:16,52.0,32.0,9.0,0.0
R065,1106,乘客961,乘客961跟車,否,0,1,480,1076,07:25,08:20,07:24,08:16,52.0,32.0,9.0,0.0
R065,1108,乘客962,乘客962,否,0,1,481,160,07:35,08:20,07:36,08:20,44.0,26.0,6.0,0.0
R065,791,乘客694,乘客694,否,0,1,369,160,07:45,08:25,07:54,08:20,26.0,11.0,4.0,0.0
R065,391,乘客333,乘客333,否,0,1,194,577,08:25,09:20,08:40,09:13,33.0,17.0,13.0,0.0
R065,1111,乘客964,乘客964,否,0,1,483,191,09:00,09:25,08:50,09:26,36.0,17.0,15.0,1.0
R065,1112,乘客965,乘客965,否,0,1,484,191,09:15,09:25,09:04,09:26,22.0,9.0,10.0,1.0
R065,1480,乘客1261,乘客1261,否,0,1,619,621,09:25,09:55,09:40,09:54,14.0,13.0,0.0,0.0
R066,1259,乘客1088,乘客1088,否,0,1,535,348,06:55,08:00,06:56,07:42,46.0,29.0,12.0,0.0
R066,1260,乘客1089,乘客1089,是,1,0,536,212,07:15,08:40,07:19,08:28,69.0,34.0,24.0,0.0
R066,1349,乘客1164,乘客1164,否,0,1,572,311,08:00,09:50,08:02,09:37,95.0,28.0,35.0,0.0
R066,1261,乘客1090,乘客1090,是,1,0,537,540,08:20,09:30,08:16,09:25,69.0,28.0,17.0,0.0
R066,1261,乘客1090,乘客1090跟車,否,0,1,537,540,08:20,09:30,08:16,09:25,69.0,28.0,17.0,0.0
R066,1261,乘客1090,乘客1090跟車,否,0,1,537,540,08:20,09:30,08:16,09:25,69.0,28.0,17.0,0.0
R066,1264,乘客1091,乘客1091,是,1,0,538,540,08:50,09:30,08:36,09:25,49.0,24.0,8.0,0.0
R066,1265,乘客1092,乘客1092,是,1,0,539,540,09:00,09:30,08:54,09:25,31.0,19.0,0.0,0.0
R066,1265,乘客1092,乘客1092跟車,否,0,1,539,540,09:00,09:30,08:54,09:25,31.0,19.0,0.0,0.0
R066,460,乘客390,乘客390,否,0,1,227,158,09:35,10:10,09:32,09:55,23.0,17.0,4.0,0.0
R067,2274,乘客1933,乘客1933,是,1,0,925,276,07:45,08:55,07:28,08:38,70.0,32.0,22.0,0.0
R067,2274,乘客1933,乘客1933跟車,否,0,1,925,276,07:45,08:55,07:28,08:38,70.0,32.0,22.0,0.0
R067,2276,乘客1934,乘客1934,是,1,0,926,276,08:20,08:55,07:58,08:38,40.0,28.0,2.0,0.0
R067,2276,乘客1934,乘客1934跟車,否,0,1,926,276,08:20,08:55,07:58,08:38,40.0,28.0,2.0,0.0
R067,2276,乘客1934,乘客1934跟車,否,0,1,926,276,08:20,08:55,07:58,08:38,40.0,28.0,2.0,0.0
R067,2279,乘客1935,乘客1935,否,0,1,927,359,08:40,09:05,08:23,08:45,22.0,11.0,1.0,0.0
R067,2280,乘客1936,乘客1936,否,0,1,928,1136,09:10,09:30,08:49,09:26,37.0,17.0,17.0,0.0
R067,2281,乘客1937,乘客1937,否,0,1,928,1137,09:10,09:30,08:49,09:35,46.0,17.0,25.0,5.0
R067,641,乘客553,乘客553,否,0,1,307,312,09:15,10:30,09:01,10:20,79.0,31.0,36.0,0.0
R067,1023,乘客890,乘客890,否,0,1,448,157,09:20,10:20,09:08,09:58,50.0,15.0,25.0,0.0
R067,1283,乘客1106,乘客1106,是,1,0,155,157,10:00,10:10,09:48,09:58,10.0,6.0,0.0,0.0
R068,430,乘客365,乘客365,是,1,0,213,293,07:15,07:40,07:12,07:32,20.0,17.0,0.0,0.0
R068,431,乘客366,乘客366,否,0,1,214,278,07:50,08:00,07:42,07:49,7.0,6.0,0.0,0.0
R068,2105,乘客1799,乘客1799,否,0,1,862,547,08:00,08:40,08:09,08:45,36.0,17.0,15.0,5.0
R068,433,乘客368,乘客368,否,0,1,216,259,08:25,08:35,08:25,08:35,10.0,9.0,0.0,0.0
R068,434,乘客369,乘客369,否,0,1,217,346,08:35,09:50,08:38,09:14,36.0,11.0,17.0,0.0
R068,436,乘客371,乘客371,否,0,1,219,346,09:30,09:50,08:57,09:14,17.0,13.0,0.0,0.0
R068,436,乘客371,乘客372,否,0,1,219,346,09:30,09:50,08:57,09:14,17.0,13.0,0.0,0.0
R068,436,乘客371,乘客372跟車,否,0,1,219,346,09:30,09:50,08:57,09:14,17.0,13.0,0.0,0.0
R068,1092,乘客948,乘客948,否,0,1,474,259,09:50,10:15,09:26,09:57,31.0,8.0,9.0,0.0
R068,1093,乘客949,乘客949,是,1,0,475,259,10:00,10:15,09:41,09:57,16.0,9.0,0.0,0.0
R068,1093,乘客949,乘客950,是,1,0,475,259,10:00,10:15,09:41,09:57,16.0,9.0,0.0,0.0
R069,2289,乘客1945,乘客1945,是,1,0,931,61,07:10,07:50,07:14,07:51,37.0,34.0,0.0,1.0
R069,1223,乘客1061,乘客1061,否,0,1,523,649,08:15,08:50,08:14,08:24,10.0,9.0,0.0,0.0
R069,2292,乘客1947,乘客1947,否,0,1,933,77,08:50,10:10,08:57,10:04,67.0,32.0,19.0,0.0
R069,2293,乘客1948,乘客1948,否,0,1,934,77,09:00,10:10,09:08,10:04,56.0,28.0,14.0,0.0
R069,2293,乘客1948,乘客1948跟車,否,0,1,934,77,09:00,10:10,09:08,10:04,56.0,28.0,14.0,0.0
R069,2296,乘客1950,乘客1950,是,1,0,936,125,09:10,09:40,09:18,09:35,17.0,8.0,4.0,0.0
R069,2295,乘客1949,乘客1949,否,0,1,935,77,09:10,10:10,09:21,10:04,43.0,26.0,8.0,0.0
R069,2297,乘客1951,乘客1951,否,0,1,937,77,09:25,10:10,09:30,10:04,34.0,24.0,2.0,0.0
R070,538,乘客465,乘客465,否,0,1,260,236,07:00,08:55,06:58,08:03,65.0,21.0,32.0,0.0
R070,540,乘客467,乘客467,是,1,0,262,235,07:50,09:05,07:15,08:10,55.0,21.0,23.0,0.0
R070,541,乘客468,乘客468,是,1,0,263,270,08:05,09:15,07:28,08:22,54.0,19.0,25.0,0.0
R070,541,乘客468,乘客469,否,0,1,263,270,08:05,09:15,07:28,08:22,54.0,19.0,25.0,0.0
R070,544,乘客471,乘客471,否,0,1,265,236,08:35,08:55,07:44,08:03,19.0,17.0,0.0,0.0
R070,545,乘客472,乘客472,否,0,1,266,234,09:35,09:40,08:40,08:49,9.0,8.0,0.0,0.0
R070,546,乘客473,乘客473,是,1,0,262,423,09:40,10:30,08:57,09:50,53.0,33.0,6.0,0.0
R070,546,乘客473,乘客474,是,1,0,262,423,09:40,10:30,08:57,09:50,53.0,33.0,6.0,0.0
R070,546,乘客473,乘客475,否,0,1,262,423,09:40,10:30,08:57,09:50,53.0,33.0,6.0,0.0
R070,549,乘客476,乘客476,是,1,0,267,423,10:15,10:30,09:29,09:50,21.0,11.0,0.0,0.0
R071,1897,乘客1618,乘客1618,否,0,1,774,1115,07:00,07:05,06:52,06:57,5.0,4.0,0.0,0.0
R071,1899,乘客1620,乘客1620,是,1,0,776,727,07:40,09:10,07:18,08:44,86.0,26.0,35.0,0.0
R071,1854,乘客1580,乘客1580,否,0,1,757,727,07:45,08:50,07:28,08:44,76.0,22.0,30.0,0.0
R071,1900,乘客1621,乘客1621,是,1,0,777,727,07:50,09:10,07:40,08:44,64.0,24.0,20.0,0.0
R071,1901,乘客1622,乘客1622,否,0,1,778,727,07:55,09:10,07:45,08:44,59.0,26.0,14.0,0.0
R071,1902,乘客1623,乘客1623,否,0,1,779,727,08:00,09:10,07:52,08:44,52.0,24.0,10.0,0.0
R071,1903,乘客1624,乘客1624,否,0,1,780,727,08:10,09:10,07:57,08:44,47.0,26.0,4.0,0.0
R071,1904,乘客1625,乘客1625,是,1,0,781,727,08:35,09:10,08:07,08:44,37.0,24.0,0.0,0.0
R071,1905,乘客1626,乘客1626,是,1,0,782,728,09:30,10:05,08:56,09:35,39.0,15.0,19.0,0.0
R071,1906,乘客1627,乘客1627,否,0,1,783,725,09:35,09:50,08:59,09:15,16.0,15.0,0.0,0.0
R072,1015,乘客883,乘客883,是,1,0,442,160,07:00,08:05,07:01,07:43,42.0,13.0,21.0,0.0
R072,1016,乘客884,乘客884,否,0,1,443,160,07:05,08:05,07:07,07:43,36.0,17.0,13.0,0.0
R072,1016,乘客884,乘客885,否,0,1,443,160,07:05,08:05,07:07,07:43,36.0,17.0,13.0,0.0
R072,1018,乘客886,乘客886,否,0,1,444,61,07:30,08:10,07:25,07:46,21.0,15.0,0.0,0.0
R072,376,乘客319,乘客319,否,0,1,186,584,08:10,09:00,07:59,08:46,47.0,13.0,21.0,0.0
R072,376,乘客319,乘客320,否,0,1,186,584,08:10,09:00,07:59,08:46,47.0,13.0,21.0,0.0
R072,378,乘客321,乘客321,否,0,1,187,584,08:25,09:00,08:15,08:46,31.0,9.0,10.0,0.0
R072,379,乘客322,乘客322,否,0,1,188,584,08:45,09:00,08:22,08:46,24.0,8.0,5.0,0.0
R072,380,乘客323,乘客323,是,1,0,189,584,08:50,09:00,08:30,08:46,16.0,9.0,0.0,0.0
R072,1069,乘客926,乘客926,是,1,0,190,185,09:00,10:30,08:56,09:39,43.0,9.0,22.0,0.0
R072,1069,乘客926,乘客926跟車,否,0,1,190,185,09:00,10:30,08:56,09:39,43.0,9.0,22.0,0.0
R072,381,乘客324,乘客324,否,0,1,190,374,09:05,09:25,08:56,09:23,27.0,11.0,11.0,0.0
R072,1071,乘客927,乘客927,是,1,0,467,185,09:15,10:30,09:09,09:39,30.0,13.0,9.0,0.0
R073,1594,乘客1359,乘客1359,是,1,0,377,90,07:00,08:35,06:36,08:03,87.0,36.0,30.0,0.0
R073,1594,乘客1359,乘客1359跟車,否,0,1,377,90,07:00,08:35,06:36,08:03,87.0,36.0,30.0,0.0
R073,1596,乘客1360,乘客1360,是,1,0,662,90,07:25,08:35,06:59,08:03,64.0,26.0,21.0,0.0
R073,1597,乘客1361,乘客1361,是,1,0,663,90,07:35,08:35,07:12,08:03,51.0,28.0,10.0,0.0
R073,1598,乘客1362,乘客1362,否,0,1,664,77,08:10,09:10,07:33,08:16,43.0,15.0,15.0,0.0
R073,1598,乘客1362,乘客1362跟車,否,0,1,664,77,08:10,09:10,07:33,08:16,43.0,15.0,15.0,0.0
R073,60,乘客55,乘客55,否,0,1,57,58,08:30,09:15,07:38,08:53,75.0,28.0,32.0,0.0
R073,1600,乘客1363,乘客1363,否,0,1,77,58,09:10,10:10,08:17,09:12,55.0,32.0,18.0,0.0
R073,1601,乘客1364,乘客1364,否,0,1,78,53,09:10,10:20,08:20,09:35,75.0,34.0,34.0,0.0
R073,27,乘客24,乘客24,否,0,1,39,34,09:45,10:15,09:00,09:23,23.0,13.0,6.0,0.0
R073,28,乘客25,乘客25,否,0,1,40,34,10:00,10:15,09:07,09:23,16.0,9.0,4.0,0.0
R074,997,乘客869,乘客869,否,0,1,437,236,07:20,08:45,06:56,08:33,97.0,36.0,35.0,0.0
R074,1037,乘客903,乘客903,是,1,0,454,314,07:55,08:40,07:10,07:58,48.0,13.0,15.0,0.0
R074,1037,乘客903,乘客903跟車,否,0,1,454,314,07:55,08:40,07:10,07:58,48.0,13.0,15.0,0.0
R074,1039,乘客904,乘客904,是,1,0,182,314,08:15,08:40,07:24,07:58,34.0,11.0,8.0,0.0
R074,1039,乘客904,乘客904跟車,否,0,1,182,314,08:15,08:40,07:24,07:58,34.0,11.0,8.0,0.0
R074,1041,乘客905,乘客905,是,1,0,455,314,08:25,08:40,07:36,07:58,22.0,11.0,0.0,0.0
R074,912,乘客804,乘客804,是,1,0,417,314,08:55,09:50,09:06,09:51,45.0,17.0,15.0,1.0
R074,912,乘客804,乘客804跟車,否,0,1,417,314,08:55,09:50,09:06,09:51,45.0,17.0,15.0,1.0
R074,918,乘客807,乘客807,是,1,0,419,314,09:35,09:50,09:22,09:51,29.0,21.0,0.0,1.0
R074,918,乘客807,乘客807跟車,否,0,1,419,314,09:35,09:50,09:22,09:51,29.0,21.0,0.0,1.0
R075,1697,乘客1450,乘客1450,否,0,1,690,138,07:15,08:40,06:56,08:25,89.0,32.0,45.0,0.0
R075,1698,乘客1451,乘客1451,否,0,1,691,138,07:45,08:40,07:06,08:25,79.0,29.0,39.0,0.0
R075,1699,乘客1452,乘客1452,否,0,1,692,132,07:55,08:40,07:17,08:27,70.0,24.0,35.0,0.0
R075,1699,乘客1452,乘客1452跟車,否,0,1,692,132,07:55,08:40,07:17,08:27,70.0,24.0,35.0,0.0
R075,1293,乘客1116,乘客1116,是,1,0,548,975,08:10,08:25,07:30,07:50,20.0,17.0,0.0,0.0
R075,98,乘客83,乘客83,否,0,1,77,31,09:00,09:50,08:34,09:55,81.0,21.0,39.0,5.0
R075,1529,乘客1300,乘客1300,是,1,0,641,41,09:05,09:30,08:49,09:22,33.0,17.0,6.0,0.0
R075,1529,乘客1300,乘客1300跟車,否,0,1,641,41,09:05,09:30,08:49,09:22,33.0,17.0,6.0,0.0
R075,1529,乘客1300,乘客1300跟車,否,0,1,641,41,09:05,09:30,08:49,09:22,33.0,17.0,6.0,0.0
R075,2133,乘客1824,乘客1824,是,1,0,878,70,09:20,09:40,09:02,09:37,35.0,9.0,17.0,0.0
R075,2133,乘客1824,乘客1824跟車,否,0,1,878,70,09:20,09:40,09:02,09:37,35.0,9.0,17.0,0.0
R076,2256,乘客1918,乘客1918,否,0,1,917,139,07:20,08:30,07:21,08:31,70.0,28.0,27.0,1.0
R076,58,乘客54,乘客54,是,1,0,56,35,07:30,07:45,07:28,07:41,13.0,9.0,0.0,0.0
R076,58,乘客54,乘客54跟車,否,0,1,56,35,07:30,07:45,07:28,07:41,13.0,9.0,0.0,0.0
R076,766,乘客669,乘客669,是,1,0,362,160,07:45,08:55,08:14,08:56,42.0,17.0,19.0,1.0
R076,767,乘客670,乘客670,否,0,1,207,160,07:50,08:55,08:19,08:56,37.0,17.0,15.0,1.0
R076,2257,乘客1919,乘客1919,否,0,1,918,258,09:15,10:05,09:10,09:56,46.0,13.0,23.0,0.0
R076,2258,乘客1920,乘客1920,否,0,1,919,258,09:25,10:05,09:22,09:56,34.0,15.0,10.0,0.0
R076,2259,乘客1921,乘客1921,否,0,1,920,258,09:35,10:05,09:29,09:56,27.0,11.0,8.0,0.0
R076,2260,乘客1922,乘客1922,否,0,1,921,258,09:45,10:05,09:35,09:56,21.0,9.0,6.0,0.0
R076,2260,乘客1922,乘客1923,否,0,1,921,258,09:45,10:05,09:35,09:56,21.0,9.0,6.0,0.0
R076,2262,乘客1924,乘客1924,否,0,1,922,258,09:55,10:05,09:45,09:56,11.0,6.0,0.0,0.0
R077,1239,乘客1074,乘客1074,否,0,1,528,160,07:00,08:15,06:49,08:12,83.0,24.0,26.0,0.0
R077,1240,乘客1075,乘客1075,是,1,0,529,160,07:15,08:15,07:01,08:12,71.0,22.0,20.0,0.0
R077,1241,乘客1076,乘客1076,是,1,0,530,160,07:20,08:15,07:09,08:12,63.0,22.0,16.0,0.0
R077,1242,乘客1077,乘客1077,是,1,0,531,160,07:45,08:15,07:25,08:12,47.0,17.0,10.0,0.0
R077,1242,乘客1077,乘客1077跟車,否,0,1,531,160,07:45,08:15,07:25,08:12,47.0,17.0,10.0,0.0
R077,1244,乘客1078,乘客1078,是,1,0,532,160,07:55,08:15,07:38,08:12,34.0,19.0,0.0,0.0
R077,1244,乘客1078,乘客1078跟車,否,0,1,532,160,07:55,08:15,07:38,08:12,34.0,19.0,0.0,0.0
R077,1246,乘客1079,乘客1079,否,0,1,181,139,08:30,09:00,08:24,09:10,46.0,15.0,21.0,10.0
R077,1988,乘客1703,乘客1703,是,1,0,810,374,08:40,08:50,08:32,08:41,9.0,6.0,0.0,0.0
R077,395,乘客337,乘客337,否,0,1,196,191,08:50,10:10,08:54,09:36,42.0,17.0,22.0,0.0
R077,395,乘客337,乘客338,否,0,1,196,191,08:50,10:10,08:54,09:36,42.0,17.0,22.0,0.0
R078,1500,乘客1279,乘客1279,否,0,1,630,138,07:00,08:30,06:59,08:20,81.0,24.0,38.0,0.0
R078,1501,乘客1280,乘客1280,否,0,1,631,138,07:05,08:30,07:04,08:20,76.0,22.0,36.0,0.0
R078,1502,乘客1281,乘客1281,是,1,0,632,131,07:15,08:30,07:15,08:26,71.0,24.0,30.0,0.0
R078,1502,乘客1281,乘客1281跟車,否,0,1,632,131,07:15,08:30,07:15,08:26,71.0,24.0,30.0,0.0
R078,2236,乘客1903,乘客1903,是,1,0,910,131,07:20,08:25,07:26,08:16,50.0,24.0,20.0,0.0
R078,2236,乘客1903,乘客1903跟車,否,0,1,910,131,07:20,08:25,07:26,08:16,50.0,24.0,20.0,0.0
R078,1504,乘客1282,乘客1282,否,0,1,291,138,07:25,08:30,07:35,08:30,55.0,22.0,20.0,0.0
R078,1507,乘客1284,乘客1284,否,0,1,633,138,07:45,08:30,07:44,08:30,46.0,28.0,6.0,0.0
R078,1508,乘客1285,乘客1285,否,0,1,634,31,08:45,09:35,08:39,09:20,41.0,17.0,21.0,0.0
R078,1509,乘客1286,乘客1286,否,0,1,635,31,09:10,09:35,09:01,09:20,19.0,17.0,0.0,0.0
R078,143,乘客124,乘客124,是,1,0,26,42,09:40,09:55,09:42,09:59,17.0,13.0,0.0,4.0
R078,143,乘客124,乘客125,否,0,1,26,42,09:40,09:55,09:42,09:59,17.0,13.0,0.0,4.0
R079,1344,乘客1159,乘客1159,否,0,1,568,485,06:45,07:05,06:38,07:07,29.0,28.0,0.0,2.0
R079,1345,乘客1160,乘客1160,是,1,0,569,164,07:30,08:20,07:30,08:01,31.0,8.0,17.0,0.0
R079,1347,乘客1162,乘客1162,否,0,1,570,359,07:40,08:35,07:35,08:12,37.0,11.0,19.0,0.0
R079,1350,乘客1165,乘客1165,否,0,1,573,164,08:10,08:20,07:49,08:01,12.0,8.0,0.0,0.0
R079,1351,乘客1166,乘客1166,否,0,1,164,578,08:20,08:45,08:02,08:22,20.0,17.0,1.0,0.0
R079,1352,乘客1167,乘客1167,否,0,1,574,311,09:00,09:50,08:36,09:26,50.0,21.0,21.0,0.0
R079,1353,乘客1168,乘客1168,否,0,1,575,311,09:20,09:50,08:49,09:26,37.0,17.0,14.0,0.0
R079,1353,乘客1168,乘客1168跟車,否,0,1,575,311,09:20,09:50,08:49,09:26,37.0,17.0,14.0,0.0
R079,1355,乘客1169,乘客1169,否,0,1,576,311,09:30,09:50,08:58,09:26,28.0,17.0,6.0,0.0
R079,1184,乘客1029,乘客1029,否,0,1,156,170,09:30,10:15,09:05,09:36,31.0,21.0,5.0,0.0
R080,2146,乘客1832,乘客1832,是,1,0,881,1125,07:00,08:00,07:04,07:51,47.0,44.0,0.0,0.0
